Country,year,Top10,Top5,Top1,Top01,Top10Can,Top5Can,Top1Can,Top01Can,Top10excap,Top10incap,Top5excap,Top5incap,Top1excap,Top1incap,Top01excap,Top01incap,Top10P,Top5P,Top1P,Top01P,Top10Pexcap,Top5Pexcap,Top1Pexcap,Top01Pexcap,Top10Pincap,Top5Pincap,Top1Pincap,Top01Pincap,Unemp,Unemployment,Taxrev,TaxICP,TaxIndICP,growth,GDPPCcur,exports,GDPdeflator,imports,GDPcons,GDPPCcons,system,execrlc,pr,rightwing,majoritarian,current_quinn,capital_quinn,epl,uc,sing3b,TopIncomeTaxRate,cellphone,computer,xlpopulation,SMC_GDP,PrivCreditGDP_MB,BDepGDP,FinDepGDP,BCred_Dep,PrivCreditGDP_MBFin,kaopen,ka_open,DFS,SM,uk_mom,frsp_mom,scan_mom,ger_mom,civ_com,rule_law,entrybarriers,bankingsuperv,securitymarkets,finreform,reform,large_reform,gini,gini_d,gini_m,SM_cap_2,SM_cap_2panel,stock_price,stocks,leftwing,Top10_5,Top10_1,Top10_01,Top5_1,Top5_01,Top1_01,country,gini_net,gini_net_se,gini_net_95ub,gini_net_95lb,gini_market,gini_market_se,gini_market_95ub,gini_market_95lb,rel_red,rel_red_se,rel_red_95ub,rel_red_95lb,abs_red,abs_red_se,abs_red_95ub,abs_red_95lb,ccode
"Canada",2008,,,,,40.389999,27.93,13.06,4.9099998,,,,,,,,,,,,,,,,,,,,,6.1177957,,31.6,15.5,11.7,1.1754263,46398.702,34.468284,3.8924299,32.738488,1.233e+12,37088.02,"Parliamentary","Right",0,1,1,,,,,,.29,,,,108.3643,126.9004,116.4749,116.4749,104.5065,126.9004,2.4217641,1,,,1,0,0,0,0,10,,,,,,,32.099998,.32100001,.43799999,1.034e+12,1.034e+12,103.4417,123.28651,0,,,,,,,"Canada",31.570101,.24290662,32.046196,31.094004,47.161137,.29994881,47.749035,46.573238,33.059151,.27286226,33.59396,32.524342,15.591036,.15895423,15.902586,15.279486,2
"Canada",2009,,,,,40.09,27.35,12.29,4.3699999,,,,,,,,,,,,,,,,,,,,,8.2600796,,31.4,14.9,11.2,-2.7114711,40764.121,28.442055,-2.1442546,29.910651,1.200e+12,35671.659,"Parliamentary","Right",0,1,1,,,,,,.29,,,,97.85738,,,,,,2.4217641,1,,,1,0,0,0,0,10,,,,,,,32,.31999999,.44400001,1.677e+12,1.677e+12,84.17635,100.66829,0,,,,,,,"Canada",31.585707,.26116189,32.097584,31.07383,47.451263,.32047343,48.079391,46.823135,33.435471,.3196238,34.061932,32.80901,15.865555,.18584315,16.229807,15.501302,2
"Denmark",1971,32.310001,21.16,8.2399998,2.1900001,,,,,32.310001,,21.16,,8.2399998,,2.1900001,,32.310001,21.16,8.2399998,2.1900001,32.310001,21.16,8.2399998,2.1900001,,,,,,,40.8,22.5,21.5,3.0018834,3792.5997,27.071573,7.2857986,29.123804,1.277e+11,25720.869,"","",,0,0,50,75,.73878791,68.4,,,,,4963,,26.857969,25.24415,25.24415,105.2557,26.857969,-.11730721,.40907693,,,0,0,1,0,1,10,,,,,,,22.5,,,,,,1.9364384,0,11.150002,24.070002,30.120001,12.92,18.969999,6.0499997,"",,,,,,,,,,,,,,,,,3
"Denmark",1972,32.27,21.16,8.2399998,2.26,,,,,32.27,,21.16,,8.2399998,,2.26,,32.27,21.16,8.2399998,2.26,32.27,21.16,8.2399998,2.26,,,,,,,40.3,21.9,20.9,4.1749976,4601.0062,26.660768,9.5986004,27.082692,1.330e+11,26641.889,"","",,0,0,50,75,.76666667,68.8,,,,,4992,,26.30739,24.974899,24.974899,105.4091,26.30739,-.11730721,.40907693,,,0,0,1,0,1,10,,,,,,,,,,,,,2.7049815,0,11.110001,24.030001,30.01,12.92,18.9,5.9799995,"",,,,,,,,,,,,,,,,,3
"Denmark",1973,32.02,20.91,,,,,,,32.02,,20.91,,,,,,32.02,20.91,7.7749996,2.0550001,32.02,20.91,7.7749996,2.0550001,,,,,,,39.6,22.7,21.5,3.7592397,6065.3968,28.001347,11.271334,30.002962,1.380e+11,27476.824,"","",,1,0,62.5,75,.76666667,69.2,,,,,5022,,26.233271,24.85078,24.85078,105.7154,26.233271,-.11730721,.40907693,.5,1,0,0,1,0,1,10,1,0,1,6.5,,,,,,,,,4.2345417,0,11.110001,24.245001,29.965,13.135,18.855,5.7199993,"Denmark",28.31769,2.4200416,33.06097,23.574408,40.896992,3.0753367,46.924652,34.869331,,,,,,,,,3
"Denmark",1974,30.58,19.65,7.3099999,1.85,,,,,30.58,,19.65,,7.3099999,,1.85,,30.58,19.65,7.3099999,1.85,30.58,19.65,7.3099999,1.85,,,,,,,41.5,25.7,24.3,-.81595436,6719.2407,31.073993,13.05462,33.770423,1.369e+11,27126.034,"","",,1,0,62.5,75,.76666667,69.6,,,,,5045,,26.18611,25.199039,25.199039,102.044,26.18611,-.11730721,.40907693,.5,1,0,0,1,0,1,10,1,0,1,6.5,0,0,,,,,,,3.1419997,0,10.93,23.27,28.73,12.34,17.799999,5.46,"",,,,,,,,,,,,,,,,,3
"Denmark",1975,29.51,18.76,6.8000002,1.6900001,,,,,29.51,,18.76,,6.8000002,,1.6900001,,29.51,18.76,6.8000002,1.6900001,29.51,18.76,6.8000002,1.6900001,,,,,,,37.8,22.3,21.1,-1.2214517,7954.9742,29.420094,13.324034,30.37729,1.352e+11,26717.573,"Parliamentary","Right",1,1,0,62.5,75,.76666667,70,,.598,0,,5060,,26.56735,26.991751,26.991751,95.492844,26.56735,-.11730721,.40907693,.5,1,0,0,1,0,1,10,1,0,1,7.5,1,0,,,,4.100e+09,4.100e+09,,3.4659915,0,10.75,22.709999,27.82,11.96,17.07,5.1100001,"",,,,,,,,,,,,,,,,,3
"Denmark",1976,29.129999,18.440001,6.6199999,,,,,,29.129999,,18.440001,,6.6199999,,,,29.129999,18.440001,6.6199999,1.59,29.129999,18.440001,6.6199999,1.59,,,,,,,38.8,22.6,21.1,6.0935004,8753.2498,28.264033,9.3827754,32.674515,1.434e+11,28274.451,"Parliamentary","Left",1,0,0,62.5,75,.76666667,70.5,,.615,0,,5073,,26.51757,27.930571,27.930571,94.38678,26.51757,-.11730721,.40907693,0,1,0,0,1,0,1,10,1,0,1,7.5,0,0,31,,,4.800e+09,4.800e+09,,4.5057939,1,10.689999,22.509998,27.539999,11.820001,16.85,5.0299997,"Denmark",24.837507,1.1351237,27.062349,22.612665,44.503136,2.7625835,49.917801,39.08847,44.041233,3.3349471,50.577728,37.504738,19.665628,2.5256155,24.615835,14.715422,3
"Denmark",1977,27.92,17.469999,6.1300001,1.49,,,,,27.92,,17.469999,,6.1300001,,1.49,,27.92,17.469999,6.1300001,1.49,27.92,17.469999,6.1300001,1.49,,,,,,,39.2,21.9,20.6,1.9788539,9760.6774,28.30489,8.9280197,31.801521,1.463e+11,28744.299,"Parliamentary","Left",1,0,0,62.5,75,.76666667,71,,.619,0,,5088,,26.09269,27.348351,27.348351,96.471069,26.09269,-.11730721,.40907693,0,1,0,0,1,0,1,10,1,0,1,7.5,0,0,,,,4.780e+09,4.780e+09,,4.6338868,1,10.450001,21.790001,26.43,11.339999,15.98,4.6400003,"",,,,,,,,,,,,,,,,,3
"Denmark",1978,26.93,16.690001,5.77,1.41,,,,,26.93,,16.690001,,5.77,,1.41,,26.93,16.690001,5.77,1.41,26.93,16.690001,5.77,1.41,,,,,,,40.3,22.1,20.8,2.2745466,11810.033,27.333562,9.0143569,29.463416,1.496e+11,29306.934,"Parliamentary","Left",1,0,0,62.5,75,.76666667,71.5,,.619,0,,5104,,25.414181,26.16291,26.16291,97.82058,25.414181,-.11730721,.40907693,0,1,0,0,1,0,1,10,1,0,1,7.5,0,0,40.099998,,,5.135e+09,5.135e+09,,4.4003077,1,10.24,21.16,25.52,10.92,15.280001,4.3600001,"",,,,,,,,,,,,,,,,,3
"Denmark",1979,26.440001,16.290001,5.6199999,1.4,,,,,26.440001,,16.290001,,5.6199999,,1.4,,26.440001,16.290001,5.6199999,1.4,26.440001,16.290001,5.6199999,1.4,,,,,,,41.5,22.4,21.2,3.9501293,13740.967,28.977223,7.0439685,31.729929,1.555e+11,30389.857,"Parliamentary","Left",1,0,0,62.5,75,.76666667,72,39.9,.631,0,,5117,,24.012569,25.173321,25.173321,92.897881,24.012569,-.11730721,.40907693,0,1,0,0,1,0,1,10,1,0,1,7.5,0,0,40.599998,,,5.190e+09,5.190e+09,,4.2270085,1,10.15,20.82,25.040001,10.670001,14.890001,4.2199998,"",,,,,,,,,,,,,,,,,3
"Denmark",1980,25.85,15.89,5.4699998,1.4,,,,,25.85,,15.89,,5.4699998,,1.4,,25.85,15.89,5.4699998,1.4,25.85,15.89,5.4699998,1.4,,,,,,,42.3,23.4,22.1,-.48754235,13833.124,32.355765,8.504711,33.177431,1.547e+11,30204.941,"Parliamentary","Left",1,0,0,62.5,75,.76666667,72.5,,.64,0,,5123,,23.70985,26.16346,26.16346,88.397148,23.70985,-.11730721,.40907693,.5,1,0,0,1,0,1,10,1,0,1,8.25,1,0,41.299999,,,5.543e+09,5.543e+09,,3.8954765,1,9.96,20.380001,24.450001,10.42,14.490001,4.0699997,"Denmark",23.284712,.96220475,25.170633,21.39879,38.241814,1.8408678,41.849915,34.633713,39.061081,1.9983344,42.977818,35.144344,14.9571,1.3021543,17.509323,12.404878,3
"Denmark",1981,25.82,15.82,5.3800001,1.35,,,,,25.82,,15.82,,5.3800001,,1.35,,25.82,15.82,5.3800001,1.35,25.82,15.82,5.3800001,1.35,,,,,,,42.1,23.4,22.3,-.88690381,11984.014,36.123067,10.446432,34.899603,1.534e+11,29945.557,"Parliamentary","Left",1,0,0,62.5,75,.76666667,72.8,40.9,.642,0,,5122,,23.19183,26.910839,26.910839,83.945686,23.19183,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,1,8.25,0,0,,,,6.173e+09,6.173e+09,,6.502505,1,10,20.439999,24.469999,10.44,14.469999,4.0300002,"Denmark",21.035524,.87408352,22.748728,19.322321,34.541298,1.6789683,37.832077,31.250521,39.057716,1.7070837,42.403599,35.711834,13.505773,1.0915756,15.645261,11.366284,3
"Denmark",1982,25.280001,15.43,5.21,1.3099999,,,,,25.280001,,15.43,,5.21,,1.3099999,,25.280001,15.43,5.21,1.3099999,25.280001,15.43,5.21,1.3099999,,,,,,,41,23.2,22.1,3.7139827,11707.41,35.932789,10.099382,35.175471,1.591e+11,31080.56,"Parliamentary","Left",1,0,0,62.5,75,.76666667,73.1,,.645,1.4065245,,5118,,22.06274,26.362499,26.362499,83.443848,22.06274,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,1,10.25,1,0,22,,,5.545e+09,5.545e+09,,8.2882296,1,9.8500004,20.07,23.970001,10.22,14.120001,3.9000001,"Denmark",20.44121,.79745954,22.00423,18.878189,33.553253,1.5777576,36.645657,30.460848,39.039604,1.5005242,41.980633,36.098576,13.112041,.99298924,15.058299,11.165782,3
"Denmark",1983,24.99,15.33,5.27,1.37,,,,,24.99,,15.33,,5.27,,1.37,,24.99,15.33,5.27,1.37,24.99,15.33,5.27,1.37,,,,,9.7442851,9.7442856,42.9,23.8,22.6,2.6518572,11768.655,35.936437,7.4025464,33.821581,1.633e+11,31926.687,"Parliamentary","Right",1,1,0,62.5,75,.76666667,73.4,43.7,.667,3.1482205,,5114,,23.02832,29.175791,29.175791,75.28714,23.02832,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,2,11.25,1,0,21.6,,,1.056e+10,1.056e+10,12.39372,14.496869,0,9.6599998,19.719999,23.619999,10.059999,13.96,3.9000001,"Denmark",18.857744,.75585836,20.339226,17.376263,30.899445,1.5097272,33.858509,27.94038,38.927982,1.5400254,41.94643,35.909534,12.041701,.9505651,13.904809,10.178594,3
"Denmark",1984,24.73,15.21,5.2600002,1.39,,,,,24.73,,15.21,,5.2600002,,1.39,,24.73,15.21,5.2600002,1.39,24.73,15.21,5.2600002,1.39,,,,,8.8718873,8.8718872,44,25.1,22.1,4.1655771,11478.443,36.365769,5.983422,34.891864,1.701e+11,33274.041,"Parliamentary","Right",1,1,0,62.5,75,.76666667,73.7,45,.677,5.9859157,,5112,,25.373911,33.0205,33.0205,78.243477,25.373911,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,3,12.25,1,0,20.5,,,7.588e+09,7.588e+09,14.15138,15.627133,0,9.5199995,19.469999,23.34,9.9499998,13.82,3.8700004,"Denmark",18.320959,.7053892,19.703522,16.938396,29.969511,1.417805,32.748409,27.190613,38.824547,1.5995899,41.959743,35.68935,11.648554,.91383904,13.439678,9.8574295,3
"Denmark",1985,24.59,15.12,5.21,1.34,,,,,24.59,,15.12,,5.21,,1.34,,24.59,15.12,5.21,1.34,24.59,15.12,5.21,1.34,,,,,7.7980142,7.7980142,45.4,26.2,23,4.0244345,12167.454,36.483383,4.3034155,35.902519,1.769e+11,34599.109,"Parliamentary","Right",1,1,0,75,75,.76666667,74,45,.677,9.0144701,,5114,,27.931789,35.961712,35.961712,77.172401,27.931789,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,3,12.25,0,0,22.1,.221,.373,1.510e+10,1.510e+10,15.78671,16.199728,0,9.4700003,19.380001,23.25,9.9099998,13.78,3.8699999,"Denmark",19.298321,.62652272,20.526306,18.070335,31.526274,1.2092763,33.896454,29.156092,38.758411,1.3851563,41.473316,36.043507,12.227953,.79431051,13.784801,10.671104,3
"Denmark",1986,24.51,15.03,5.1500001,1.3099999,,,,,24.51,,15.03,,5.1500001,,1.3099999,,24.51,15.03,5.1500001,1.3099999,24.51,15.03,5.1500001,1.3099999,,,,,6.0313877,6.0313878,47.5,27.1,22.9,4.9492409,17146.704,32.196029,2.6659103,32.688876,1.857e+11,36262.976,"Parliamentary","Right",1,1,0,75,75,.76666667,73.4,45,.69,11.239804,,5121,,32.300751,37.614689,37.614689,94.239777,32.300751,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,3,12.25,0,0,22.4,,,1.736e+10,1.736e+10,16.43698,16.32033,0,9.4800005,19.360001,23.200001,9.8799992,13.719999,3.8400002,"Denmark",21.942276,.44708177,22.818556,21.065996,35.290886,.85442752,36.965565,33.616207,37.813919,.81692183,39.415085,36.212753,13.34861,.53689736,14.400928,12.296291,3
"Denmark",1987,24.950001,15.34,5.2399998,1.36,,,,,24.950001,,15.34,,5.2399998,,1.36,,24.950001,15.34,5.2399998,1.36,24.950001,15.34,5.2399998,1.36,,,,,6.0906744,6.0906744,48.1,27.5,23.8,.28993683,21289.163,31.564759,4.7957388,29.952583,1.862e+11,36322.079,"Parliamentary","Right",1,1,0,75,75,.76666667,72.8,68.7,.69,15.096898,,5127,,43.16777,45.871529,45.871529,94.011398,43.16777,-.11730721,.40907693,1,1,0,0,1,0,1,10,1,0,3,12.25,0,0,22.5,,,2.034e+10,2.034e+10,15.50986,13.660541,0,9.6100006,19.710001,23.59,10.1,13.98,3.8799996,"Denmark",25.535822,.23005483,25.986729,25.084915,41.739361,.2900117,42.307785,41.170937,38.819786,.49446976,39.788948,37.850624,16.203541,.26216099,16.717377,15.689705,3
"Denmark",1988,25.07,15.39,5.1799998,1.28,,,,,25.07,,15.39,,5.1799998,,1.28,,25.07,15.39,5.1799998,1.28,25.07,15.39,5.1799998,1.28,,,,,6.4865052,6.486505,48.6,28.9,25,-.14266411,22441.087,33.420856,3.9329044,30.50394,1.860e+11,36252.64,"Parliamentary","Right",1,1,0,75,100,.76666667,72.2,68.7,.69,19.781481,58.47953,5130,,49.90377,54.752258,54.752258,88.333557,49.90377,1.3730707,.75593549,1,1,0,0,1,0,1,10,3,2,3,16.25,0,1,22.4,,,2.688e+10,2.688e+10,17.09368,15.318201,0,9.6799994,19.889999,23.789999,10.210001,14.110001,3.8999999,"Denmark",26.608131,.21689618,27.033247,26.183016,40.246178,.85543501,41.922829,38.569527,33.866444,.99940395,35.825275,31.907612,13.638044,.68279785,14.976328,12.299761,3
"Denmark",1989,25.059999,15.44,5.2399998,1.33,,,,,25.059999,,15.44,,5.2399998,,1.33,,25.059999,15.44,5.2399998,1.33,25.059999,15.44,5.2399998,1.33,,,,,8.1480401,8.1480398,47.5,28.6,24.7,.5729004,21799.278,35.250479,4.9530763,31.947576,1.870e+11,36438.466,"Parliamentary","Right",1,1,0,100,100,.76666667,71.6,,.69,24.116898,77.927147,5131,30.9273,50.17849,53.840549,53.840549,98.271729,50.17849,1.6352441,.81695163,1,1,0,0,1,0,1,10,3,2,3,18.25,1,0,22,,,4.022e+10,4.022e+10,25.00635,21.436442,0,9.6199999,19.82,23.73,10.2,14.11,3.9099998,"Denmark",27.62064,.22248466,28.056709,27.18457,40.800423,1.1815021,43.116165,38.48468,32.259541,1.5498564,35.29726,29.221823,13.179781,1.004877,15.14934,11.210222,3
"Denmark",1990,25.1,15.44,5.1700001,1.26,,,,,25.1,,15.44,,5.1700001,,1.26,,25.1,15.44,5.1700001,1.26,25.1,15.44,5.1700001,1.26,,,,,8.3384957,8.3384953,45.8,27.5,24.4,1.6074436,26861.8,36.194933,2.8338652,31.008986,1.900e+11,36964.095,"Parliamentary","Right",1,1,0,100,100,.76666667,71,68.7,.69,28.873589,114.93332,5138,31.86206,50.18882,51.751961,51.751961,95.736069,50.18882,1.8974175,.87796777,1,1,0,0,1,0,1,10,3,2,3,18.25,0,0,22.6,.226,.396,3.906e+10,3.906e+10,27.65893,23.606431,0,9.6600008,19.93,23.84,10.27,14.179999,3.9100001,"Denmark",27.350645,.23160461,27.80459,26.8967,42.734482,1.1132083,44.91637,40.552593,35.967354,1.2459613,38.409439,33.525269,15.383839,.92283487,17.192595,13.575083,3
"Denmark",1991,24.82,15.21,5.0100002,1.1900001,,,,,24.82,,15.21,,5.0100002,,1.1900001,,24.82,15.21,5.0100002,1.1900001,24.82,15.21,5.0100002,1.1900001,,,,,9.0958812,9.0958815,45.1,27.3,24.3,1.300427,26960.977,37.549394,2.6753782,31.537726,1.925e+11,37347.736,"Parliamentary","Right",1,1,0,100,100,.76666667,70.5,68.7,.69,34.213688,134.17664,5150,30.25008,45.90826,53.16637,53.16637,77.393097,45.90826,2.159591,.93898392,1,1,0,0,1,0,1,10,3,2,3,18.25,0,0,22.200001,,,4.479e+10,4.479e+10,27.46578,25.505224,0,9.6099997,19.809999,23.629999,10.2,14.02,3.8200002,"Denmark",25.424809,.27886379,25.971382,24.878235,43.606411,.78402245,45.143093,42.069729,41.685787,.60785252,42.877178,40.494396,18.181602,.56677443,19.29248,17.070724,3
"Denmark",1992,24.860001,15.25,5.02,1.1799999,,,,,24.860001,,15.25,,5.02,,1.1799999,,24.860001,15.25,5.02,1.1799999,24.860001,15.25,5.02,1.1799999,,,,,9.028636,9.028636,45.5,27.8,24.5,1.9754605,29526.167,36.87376,1.6777372,30.110408,1.963e+11,37959.796,"Parliamentary","Right",1,1,0,100,100,.76666667,70,68.7,.69,40.906097,155.04793,5166,26.77472,40.631199,52.947121,52.947121,76.069267,40.631199,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,19.25,1,0,22.200001,,,3.249e+10,3.249e+10,23.58349,23.387897,0,9.6100006,19.84,23.68,10.23,14.07,3.8400002,"Denmark",23.731895,.25345153,24.228661,23.23513,44.918156,.30990931,45.525578,44.310734,47.165638,.51382947,48.172745,46.158531,21.18626,.29816365,21.77066,20.60186,3
"Denmark",1993,24.940001,15.36,5.1300001,1.25,,,,,24.940001,,15.36,,5.1300001,,1.25,,24.940001,15.36,5.1300001,1.25,24.940001,15.36,5.1300001,1.25,,,,,10.714428,10.714428,46.9,28.6,24.7,-.08960504,27553.122,36.401356,.66532019,29.21709,1.961e+11,37799.636,"Parliamentary","Right",1,1,0,100,100,.76666667,69.5,68.7,.702,68.961044,179.35051,5185,25.65279,37.356239,57.579159,57.579159,55.449478,37.356239,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,1,0,22.299999,,,3.993e+10,3.993e+10,24.38184,23.862631,0,9.5800009,19.810001,23.690001,10.23,14.11,3.8800001,"Denmark",22.833292,.36623418,23.551111,22.115473,43.784992,.64769632,45.054478,42.515507,47.849777,.52078283,48.87051,46.829044,20.951702,.42077732,21.776426,20.126978,3
"Denmark",1994,24.59,15.11,5,1.16,,,,,24.59,,15.11,,5,,1.16,,24.59,15.11,5,1.16,24.59,15.11,5,1.16,,,,,8.036163,8.0361633,47.9,29.5,25.8,5.5253969,29992.221,36.719311,1.5334739,30.904655,2.070e+11,39753.738,"Parliamentary","Left",1,0,0,100,100,.76666667,69,67.4,.65,96.808418,192.2709,5201,31.61738,31.620171,55.65889,55.65889,58.373459,31.620171,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,21.6,,,4.700e+10,4.700e+10,28.56673,28.481408,1,9.4800005,19.59,23.43,10.11,13.95,3.8400002,"Denmark",22.288162,.28942516,22.855436,21.720888,43.806637,.52952039,44.844498,42.768776,49.120514,.40090796,49.906292,48.334736,21.518475,.34240893,22.189596,20.847353,3
"Denmark",1995,24.58,15.14,5.0300002,1.1799999,,,,,24.58,,15.14,,5.0300002,,1.1799999,,24.58,15.14,5.0300002,1.1799999,24.58,15.14,5.0300002,1.1799999,,,,,6.9921299,6.9921298,48,29.6,25.8,3.0651754,35351.381,36.666014,1.2568325,31.956626,2.133e+11,40759.365,"Parliamentary","Left",1,0,0,100,100,.46666667,71.3,,.65,157.4657,268.10361,5222,32.51809,30.044109,51.78735,51.78735,57.67012,30.044109,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,21.5,.215,.417,5.622e+10,5.622e+10,27.51729,28.428676,1,9.4399996,19.549999,23.4,10.110001,13.96,3.8500004,"Denmark",21.825335,.086339,21.994558,21.656111,44.51231,.09995802,44.708229,44.316391,50.967804,.17821901,51.317112,50.618496,22.686974,.10091741,22.884771,22.489176,3
"Denmark",1996,24.66,15.24,5.1199999,1.22,,,,,24.66,,15.24,,5.1199999,,1.22,,24.66,15.24,5.1199999,1.22,24.66,15.24,5.1199999,1.22,,,,,6.8437773,6.8437772,48.3,29.7,25.7,2.9001321,35650.724,37.11885,2.0141369,31.455372,2.195e+11,41704.753,"Parliamentary","Left",1,0,0,100,100,.46666667,73.7,65.3,.62,251.01656,305.05023,5256,34.21856,30.196131,52.791519,52.791519,56.750481,30.196131,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,21.6,,,7.108e+10,7.108e+10,32.23656,32.486159,1,9.4200001,19.540001,23.440001,10.12,14.02,3.8999999,"Denmark",22.277874,.26160491,22.790619,21.765129,43.644638,.71926969,45.054405,42.234871,48.950634,.47512782,49.881886,48.019382,21.366766,.52094167,22.387812,20.34572,3
"Denmark",1997,24.9,15.47,5.2399998,1.24,,,,,24.9,,15.47,,5.2399998,,1.24,,24.9,15.47,5.2399998,1.24,24.9,15.47,5.2399998,1.24,,,,,5.3999643,5.3999643,48.1,29.3,25.3,3.2608951,32835.929,37.811712,2.0138506,33.454437,2.267e+11,42886.11,"Parliamentary","Left",1,0,0,100,100,.46666667,76,63.9,.6,273.9483,360.45416,5280,45.95735,30.68885,53.79723,53.79723,57.32687,30.68885,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,22.4,,,9.377e+10,9.377e+10,45.88853,46.14827,1,9.4299994,19.66,23.66,10.23,14.23,3.9999998,"Denmark",22.80467,.32741576,23.446405,22.162935,43.380924,1.0982087,45.533413,41.228436,47.413704,.82961637,49.039753,45.787655,20.576252,.84727335,22.236908,18.915596,3
"Denmark",1998,25.09,15.66,5.4000001,1.34,,,,,25.09,,15.66,,5.4000001,,1.34,,25.09,15.66,5.4000001,1.34,25.09,15.66,5.4000001,1.34,,,,,5.0389034,5.0389032,48.4,28.9,25,2.2181394,33368.155,37.233766,1.2322342,34.159789,2.317e+11,43678.472,"Parliamentary","Left",1,0,0,100,100,.46666667,78.3,61.5,.6,364.26947,377.26608,5303,55.37868,32.843048,54.745171,54.745171,62.61005,32.843048,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,22.4,,,9.888e+10,9.888e+10,53.39855,53.12135,1,9.4300003,19.690001,23.75,10.26,14.32,4.0599999,"Denmark",22.272549,.40582684,23.067968,21.477129,43.433437,1.0783013,45.546909,41.319965,48.706688,.80797017,50.29031,47.123066,21.160891,.80488628,22.738468,19.583313,3
"Denmark",1999,25.35,15.85,5.4699998,1.35,,,,,25.35,,15.85,,5.4699998,,1.35,,25.35,15.85,5.4699998,1.35,25.35,15.85,5.4699998,1.35,,,,,5.14153,5.14153,49,29,25.2,2.9480162,33440.802,39.393534,1.6847424,33.393877,2.385e+11,44817.58,"Parliamentary","Left",1,0,0,100,100,.46666667,80.7,63.4,.59,494.50815,451.50519,5320.98,57.68165,34.12331,52.963139,52.963139,66.340157,34.12331,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,22.799999,,,9.745e+10,9.745e+10,51.65844,51.956485,1,9.5,19.880001,24,10.380001,14.5,4.1199999,"Denmark",22.344454,.29050586,22.913845,21.775063,43.454773,.75033861,44.925438,41.984108,48.574394,.48684409,49.52861,47.620178,21.110321,.52959675,22.148331,20.072311,3
"Denmark",2000,25.67,16.18,5.73,1.51,,,,,25.67,,16.18,,5.73,,1.51,,25.67,16.18,5.73,1.51,25.67,16.18,5.73,1.51,,,,,4.4760273,4.4760275,48.1,29,24.9,3.7468905,30743.559,44.889488,3.0179641,38.178869,2.474e+11,46341.697,"Parliamentary","Left",1,0,0,,,.46666667,83,63.3,.59,630.82886,506.38083,5341.9399,62.21217,83.617599,48.131302,48.131302,289.0278,83.617599,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,20.25,0,0,22.700001,.227,.41600001,1.118e+11,1.118e+11,69.8144,69.609508,1,9.4899998,19.940001,24.16,10.450001,14.67,4.2200003,"Denmark",22.515627,.09031736,22.69265,22.338604,43.80978,.10284956,44.011364,43.608196,48.6059,.17795081,48.954685,48.257114,21.294153,.09612061,21.48255,21.105757,3
"Denmark",2001,25.610001,16.1,5.6199999,1.41,,,,,25.610001,,16.1,,5.6199999,,1.41,,25.610001,16.1,5.6199999,1.41,25.610001,16.1,5.6199999,1.41,,,,,4.1642135,4.1642137,47.2,28,25.2,.82315608,30751.649,45.595344,2.5183565,38.454904,2.495e+11,46556.044,"Parliamentary","Left",1,0,0,,,.46666667,,,.59,739.25055,541.34778,5360.9199,60.23134,137.2002,46.31184,46.31184,303.39081,137.2002,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,21,1,0,39,,,8.515e+10,8.515e+10,66.27433,66.213466,1,9.5100002,19.990002,24.200001,10.48,14.690001,4.21,"Denmark",22.373375,.30493194,22.971041,21.775709,43.428547,.70305264,44.80653,42.050564,48.478195,.48019722,49.41938,47.53701,21.055172,.48634326,22.008406,20.101938,3
"Denmark",2002,25.540001,16,5.5500002,1.39,,,,,25.540001,,16,,5.5500002,,1.39,,25.540001,16,5.5500002,1.39,25.540001,16,5.5500002,1.39,,,,,4.5860326,4.5860324,46.6,27.8,24.9,.46629825,33228.693,45.398509,2.34771,38.89217,2.506e+11,46623.938,"Parliamentary","Right",1,1,0,,,.46666667,,62.9,.59,832.89124,576.6203,5375.8999,49.33048,142.75459,46.974541,46.974541,304.39319,142.75459,2.4217641,1,1,1,0,0,1,0,1,10,3,3,3,21,0,0,,,,7.675e+10,7.675e+10,54.64816,54.286689,0,9.5400009,19.990002,24.150002,10.45,14.61,4.1600003,"Denmark",22.598654,.39762843,23.378006,21.819302,43.698944,.95099479,45.562893,41.834995,48.275166,.81186408,49.866421,46.68391,21.10029,.72896576,22.529062,19.671518,3
